UMAP1,UMAP2,Cluster,Tweet,Cluster_Label
10.301886,10.08616,-1,Heart black although capital method contain level choice computer.,Noise
10.608747,10.508066,128,Such chair night decision all enough summer once.,"Cluster 128: support, seat, chair"
12.262682,8.034511,39,Project believe its free account light through.,"Cluster 39: energy, environmental, green"
10.457534,9.374815,-1,Soon the stop mouth life within.,Noise
11.399047,12.774298,16,Pm sure end let executive century young each soldier.,"Cluster 16: policy, military, soldier"
14.862639,8.619494,2,Price again sing country door commercial standard rule memory particularly tax thus.,"Cluster 2: factor, place, tax"
12.73889,11.093637,169,Peace what play staff score study to clearly.,"Cluster 169: way, start, peace"
14.215136,10.253638,79,Push but reflect campaign product several instead son week.,"Cluster 79: politics, story, campaign"
13.00627,11.582399,92,According customer actually identify receive rather build boy.,"Cluster 92: cold, boy, gun"
10.509987,12.272461,7,However agreement his could cold all send.,"Cluster 7: cold, street, sea"
9.129442,11.708433,11,Church large despite factor for answer.,"Cluster 11: stay, despite, church"
11.389994,10.879937,-1,Friend democratic sort year notice spend film indicate change right yard.,Noise
9.812641,10.568169,-1,Newspaper time just order dog interest letter finish reduce song enter candidate.,Noise
13.768234,10.959821,-1,Administration job forward city research remain answer.,Noise
11.408575,9.334688,132,Act get position over power play later.,"Cluster 132: stock, clear, window"
10.36362,11.765041,-1,Well same culture region music member character contain then middle several attorney.,Noise
15.270587,10.259832,77,Country catch relationship everything choice note deep alone determine Republican.,"Cluster 77: person, cut, republican"
11.9699,9.752504,154,Give region area data participant she someone wide cut check brother.,"Cluster 154: account, memory, ability"
9.444235,12.633267,6,Fish mouth throw list response week themselves morning various position agent.,"Cluster 6: begin, music, fish"
13.001484,11.99847,-1,Increase day apply miss director start worry after about young effect drive worker.,Noise
13.521023,9.120994,-1,Consumer guess thousand assume last inside.,Noise
10.189079,11.20487,27,Account its middle sound program food.,"Cluster 27: sound, hotel, dinner"
14.879174,9.563372,-1,Foot actually election around perform wonder hand agree itself.,Noise
13.658092,10.164135,136,Western make meeting approach life world simply policy little central suggest.,"Cluster 136: agreement, society, western"
13.08485,8.080764,124,Information firm color plant finally land open three fund.,"Cluster 124: color, wind, century"
10.863512,9.700894,64,Eye management girl guy community leg heavy.,"Cluster 64: product, community, leg"
12.543178,11.105065,-1,Never beautiful or news list grow.,Noise
11.629606,9.736824,116,Office however where final step season always support manager general start show think.,"Cluster 116: season, manager, step"
14.639648,9.529006,-1,Election break top until loss may decade grow window value inside war.,Noise
11.651002,9.670431,116,Able dream meet home sport customer.,"Cluster 116: season, manager, step"
11.021785,8.935077,106,Should outside response analysis your wind Mr treatment.,"Cluster 106: cell, wind, coach"
10.8308735,12.218669,-1,Artist anything fear include television oil likely easy door mention material.,Noise
14.428712,9.758783,80,Pattern think effort risk strategy majority data finish sound vote throw American.,"Cluster 80: technology, vote, politics"
13.6997795,11.8715925,44,Late behind sell get hour cut management describe police wall position.,"Cluster 44: people, hour, police"
14.883391,9.860935,90,Degree democratic red word forget safe will surface.,"Cluster 90: election, democrat, democratic"
13.3076515,10.073207,-1,Type history quite test police build building me method buy wonder decade far.,Noise
10.561327,11.027275,43,Much visit dream finally officer get.,"Cluster 43: dream, visit, rock"
13.550304,8.870726,-1,Long idea safe claim company employee investment simple.,Noise
14.395583,11.259629,86,Student choice should natural second action accept.,"Cluster 86: student, teacher, education"
10.878001,9.276326,47,Picture skill next him happen bag station walk financial fly.,"Cluster 47: performance, discover, fly"
15.144426,9.860481,90,Answer Democrat nearly call improve top business.,"Cluster 90: election, democrat, democratic"
14.856175,9.542138,-1,Care down day may society clear indeed suffer machine truth.,Noise
12.610768,13.038141,-1,Than miss behind lose relationship statement machine decision.,Noise
10.964041,10.919464,73,Modern thus million apply address street know response authority radio.,"Cluster 73: station, ago, radio"
10.108626,8.508804,14,Partner skin value use particularly American especially feel.,"Cluster 14: business, nice, skin"
12.278947,12.820503,-1,Conference national group try thus girl.,Noise
12.667213,11.507024,-1,Side fast development eye center court product those appear by maybe carry bill.,Noise
9.385892,10.578231,0,Staff defense tend sometimes race sound dog three voice stand.,"Cluster 0: pattern, animal, dog"
15.248203,10.24515,77,Indicate product Republican become line story chair fill none.,"Cluster 77: person, cut, republican"
14.327021,9.901566,80,After us safe commercial behavior manager fear politics entire population from woman.,"Cluster 80: technology, vote, politics"
13.058791,8.505178,129,Outside bar less open across trade involve spend look.,"Cluster 129: build, power, stock"
14.241425,9.383922,-1,When suddenly music number PM dark sure case offer thousand candidate campaign.,Noise
14.9509735,9.805042,90,Build local democratic against necessary material response election adult near politics policy culture.,"Cluster 90: election, democrat, democratic"
13.898663,12.687242,25,Tax prove attorney serious message record southern image sign interest reflect care say.,"Cluster 25: court, attorney, lawyer"
9.242836,11.556284,-1,Trade wear especially risk church much effect kid president apply.,Noise
9.438293,12.64667,6,Network movie fish prove wrong issue option.,"Cluster 6: begin, music, fish"
12.850085,11.4302845,-1,Agree reach food firm either center specific gun enjoy identify fast.,Noise
12.8560095,10.656511,-1,Employee treat run subject black reality.,Noise
11.421737,8.367175,-1,Full might start though simple produce commercial maybe nature evening red either.,Noise
10.684807,11.222264,68,Radio success animal certainly rock individual media book produce.,"Cluster 68: rock, radio, music"
12.577485,11.302146,164,Role treat pretty treat apply us about smile conference teach effect since.,"Cluster 164: happy, discuss, treat"
10.143297,11.167114,27,Dinner dinner have decide able wait to might.,"Cluster 27: sound, hotel, dinner"
12.326333,11.897444,103,Gun commercial movie us fly central rule trip summer child.,"Cluster 103: light, fall, child"
10.343295,9.91792,33,Serious best leave health structure explain describe.,"Cluster 33: late, health, care"
11.964344,8.948959,89,Stuff fall only claim main appear worry off all sea case result.,"Cluster 89: goal, difference, sort"
11.42303,10.022429,-1,Unit account product your after station all rate on most view.,Noise
11.809195,8.158472,39,West sport north trade piece our plant.,"Cluster 39: energy, environmental, green"
9.4019,11.792402,9,Across south kitchen mouth explain respond religious five with society political.,"Cluster 9: black, series, religious"
14.975849,10.748072,-1,Type join Republican bed reality production see must degree education.,Noise
10.820622,10.67626,58,Player glass church past million win western road including why station.,"Cluster 58: road, past, station"
13.84259,10.8378105,60,Senior type order real feeling employee win.,"Cluster 60: throw, value, senior"
13.945383,11.879386,45,Stage create president study no police I spring consumer figure institution.,"Cluster 45: response, leader, crime"
11.827212,11.371278,114,Three under rate form that light although rest family.,"Cluster 114: town, thank, star"
12.115394,7.4556503,8,Area to wrong happen each water your kitchen assume court budget.,"Cluster 8: window, stock, water"
12.642356,12.290062,-1,Wait force his son Mrs main seem.,Noise
9.382537,11.768701,9,Religious write defense should decision course let professional note without trouble later especially.,"Cluster 9: black, series, religious"
9.124,11.69701,11,Mention throw similar on church whose.,"Cluster 11: stay, despite, church"
13.148673,8.723388,-1,Cut be why add build personal future speak.,Noise
12.280097,12.481691,-1,Her others few Mr prevent stage method culture tree his stuff per trip.,Noise
14.414753,9.43934,-1,Might begin bill pretty executive religious should without green environment.,Noise
13.402965,10.050622,-1,Southern sort share reveal sometimes back become large there kitchen public book.,Noise
14.884927,8.652527,2,Conference physical tax cause clear question he indeed current why.,"Cluster 2: factor, place, tax"
13.895897,8.488447,-1,Tough financial fish other various office until boy my care PM.,Noise
13.008774,11.079951,122,Risk thing already newspaper notice represent writer every experience total then.,"Cluster 122: north, reflect, newspaper"
13.87101,11.876737,-1,Catch phone adult argue main subject beat house rich theory crime.,Noise
12.615115,12.933037,-1,Break job bit Mrs none own company mission.,Noise
11.110928,13.653484,1,Collection government statement many the white movement along may all hair difference.,"Cluster 1: american, training, hair"
9.431834,12.675005,6,Environment practice fish shoulder try yourself herself throw past nor hair give move less.,"Cluster 6: begin, music, fish"
14.419728,9.019751,-1,Our resource itself fund among actually into down general.,Noise
11.042717,12.34294,-1,Perhaps mother especially also detail state say painting yet ready cup voice.,Noise
13.394314,12.66836,-1,Answer baby agreement issue whole difference very also policy simply wear.,Noise
12.688147,9.112443,131,Cause almost machine rise quickly least else wish hundred thank site.,"Cluster 131: future, difficult, deep"
10.276506,11.175396,27,Line how nice figure suddenly guess wrong ten generation dinner get chair.,"Cluster 27: sound, hotel, dinner"
11.620243,9.533251,115,Machine owner phone everyone country behind recognize even news sport mean.,"Cluster 115: memory, staff, letter"
10.960668,8.102103,19,Though tree car material local computer public catch team how else lay.,"Cluster 19: language, pay, tree"
13.791776,9.942217,-1,Talk role probably middle southern into likely.,Noise
12.122183,8.893519,-1,Land edge hit tend science occur such.,Noise
11.377749,10.438337,126,Month space and occur and return wide hear yard.,"Cluster 126: wide, research, yard"
13.851115,11.981333,44,Establish start police class green campaign near smile mind write.,"Cluster 44: people, hour, police"
12.548512,9.559286,172,Day town rest option between include answer group.,"Cluster 172: resource, operation, town"
10.757593,12.31641,37,Most respond let should probably painting not pull.,"Cluster 37: project, cold, painting"
11.312071,9.933286,-1,Response American than order cup tell call admit.,Noise
10.199643,9.253309,-1,Shoulder need whom for read account choose morning blood.,Noise
11.735607,10.706336,111,Win sure here live question no somebody region great.,"Cluster 111: sign, tv, region"
11.160682,10.748739,-1,Produce office phone example song hotel news alone by day.,Noise
13.697424,10.506579,134,Weight its detail especially fear science.,"Cluster 134: human, race, fear"
10.311172,9.8689575,33,Medical allow more specific true why enjoy break data job show.,"Cluster 33: late, health, care"
14.768652,9.956325,88,By itself enough rather kind likely official plan can late who finally.,"Cluster 88: morning, election, politics"
11.833528,10.910655,-1,Push course hear suddenly hair majority rule half member sure under factor protect force.,Noise
10.737861,12.329511,37,Individual consider not serious ask eight discuss painting arrive baby none lead according.,"Cluster 37: project, cold, painting"
9.482873,12.60939,6,Cover building capital rock week nature fish discover member actually someone.,"Cluster 6: begin, music, fish"
14.181296,10.968776,-1,Quickly plant exactly mention professor about reason set information among million forward recently.,Noise
12.340365,9.313576,-1,Test certain sea few best east role manage operation.,Noise
12.387609,12.559667,63,Mrs charge live deep choice smile toward fire factor purpose ability really.,"Cluster 63: view, sister, daughter"
13.140474,10.773572,146,Exist sure air arm really window study entire be himself reflect book suddenly.,"Cluster 146: science, article, research"
12.929187,12.163253,101,Actually American son career firm maintain.,"Cluster 101: american, son, father"
12.8677225,13.245391,17,Direction however husband every seem commercial.,"Cluster 17: wife, husband, marriage"
11.824219,9.884297,155,Be international appear break we home significant.,"Cluster 155: travel, phone, draw"
10.77239,11.662741,94,Song Mr fact wrong matter central old focus language.,"Cluster 94: sing, music, song"
14.371731,11.334775,86,Toward teacher again million benefit perhaps.,"Cluster 86: student, teacher, education"
10.937016,12.40254,-1,Two painting school argue outside run two southern.,Noise
13.9851265,11.249826,72,Building after computer true board education discover here able step available though day.,"Cluster 72: standard, education, discover"
13.298145,12.091479,81,Fund purpose green of situation after might boy sound right evidence.,"Cluster 81: fight, sing, brother"
10.325033,8.582756,-1,Foot consumer budget foot media skin assume garden fire.,Noise
11.813199,8.214069,39,For here that method let house develop issue activity.,"Cluster 39: energy, environmental, green"
10.082347,10.009993,34,Since turn hospital story visit member.,"Cluster 34: member, mission, hospital"
11.167641,10.229814,-1,Modern great success meeting dream never campaign red nature friend hotel.,Noise
14.392006,12.31574,-1,Congress world court arrive event those.,Noise
14.023177,10.465094,-1,Student seem ago office able consumer them upon government close director thus station.,Noise
14.314661,11.564256,87,Break green teacher remain room bad adult cold former public early.,"Cluster 87: couple, order, teacher"
10.148311,10.1043215,34,Place modern kind deal home ahead energy fire hospital up mission.,"Cluster 34: member, mission, hospital"
14.360377,9.544284,71,Upon report population present last cut better common once always president ok.,"Cluster 71: population, vote, president"
11.578668,10.1711,147,Firm old always plant herself prevent among child general space off.,"Cluster 147: son, general, station"
13.133105,8.495063,129,Type turn dark star reveal bank help night pull individual certainly ask.,"Cluster 129: build, power, stock"
11.345957,10.696761,-1,Born hotel work pay television pattern.,Noise
11.144397,11.335251,-1,Audience home five life work trip front without worry city drive.,Noise
12.394266,9.658076,172,Whose thing some town such word example follow week task.,"Cluster 172: resource, operation, town"
11.914995,10.541459,109,Television reason hit nothing city finally despite on.,"Cluster 109: live, agent, television"
13.516369,10.788274,-1,Protect none out with administration else where direction require rock.,Noise
13.509439,9.3660555,-1,For training moment money bit organization.,Noise
12.773837,10.347152,159,Operation risk use away key great language store with unit.,"Cluster 159: industry, manage, language"
13.1496105,13.301633,17,Raise public phone marriage image employee happy available shake write trip different participant.,"Cluster 17: wife, husband, marriage"
12.03172,12.667605,59,Account real third attention she else.,"Cluster 59: happen, girl, woman"
13.499078,11.136878,133,Throughout goal tree feeling career five available impact structure class.,"Cluster 133: eye, tree, career"
12.028304,11.084348,-1,Century low author certainly high happen wonder rich sign level point yes.,Noise
13.605711,8.289489,123,Standard brother reveal term book investment ask every.,"Cluster 123: voice, long, investment"
11.74503,11.54172,114,Group back its vote both star.,"Cluster 114: town, thank, star"
10.07006,12.318598,7,Media sign compare you address sea word raise out exactly.,"Cluster 7: cold, street, sea"
10.927882,12.290623,37,Project art author trouble art reduce more.,"Cluster 37: project, cold, painting"
11.376839,10.472962,126,Girl yard hear there course pull day maybe worker realize middle may.,"Cluster 126: wide, research, yard"
12.683702,8.6478195,137,Old organization close huge card what.,"Cluster 137: power, card, charge"
11.415544,8.934879,153,Worry watch remain far act because I no season.,"Cluster 153: table, worry, cup"
14.701803,10.774227,-1,Here country summer vote arrive economy agreement push sort attack else while.,Noise
10.409689,11.333078,-1,Debate exactly past sell dinner easy mind six deal.,Noise
14.849155,9.586386,-1,These political citizen type loss report ago.,Noise
12.355247,12.905795,67,Spend figure whole woman itself concern station.,"Cluster 67: world, ok, woman"
12.693891,11.255003,-1,Someone real buy movie hard assume follow theory speak.,Noise
12.49681,10.711348,-1,My into behavior check set hard.,Noise
12.703912,10.497522,-1,Wind join even speech trade reality school.,Noise
12.8889,12.337247,98,Adult parent wide agree president floor behavior it would thank agreement pattern wish character.,"Cluster 98: parent, father, accept"
11.1855345,11.540062,-1,Firm perform shake wear get take sound rather discuss most imagine.,Noise
13.749557,11.893903,44,Possible situation government yourself police end travel city man.,"Cluster 44: people, hour, police"
14.779285,11.450646,75,Trade college look individual safe picture outside strong magazine hand event well.,"Cluster 75: big, world, college"
11.89921,10.543157,109,Tv poor meet production place meeting nothing away.,"Cluster 109: live, agent, television"
12.286756,8.025154,39,Seem nearly recognize happen heart green throughout.,"Cluster 39: energy, environmental, green"
9.35271,10.571613,0,Avoid around animal door late trade free.,"Cluster 0: pattern, animal, dog"
12.369349,9.824,172,Can involve in condition country cover thank whom within everybody.,"Cluster 172: resource, operation, town"
11.975338,11.180361,108,Anything road order power would hit author.,"Cluster 108: ability, computer, director"
14.080078,8.5467005,51,Well nice coach bank wonder may away.,"Cluster 51: cost, born, bank"
12.092074,12.136779,-1,To evidence shake peace television Mrs American arm.,Noise
11.034755,13.594557,1,Item necessary lead though speech tough all apply our human hair third natural.,"Cluster 1: american, training, hair"
10.927617,9.528139,102,Leg last huge spend assume city report.,"Cluster 102: boy, huge, leg"
12.863832,7.297131,5,Oil audience send feeling him myself.,"Cluster 5: wife, high, oil"
11.318215,11.158132,110,Never we traditional question commercial peace off artist player collection whose.,"Cluster 110: decade, sign, commercial"
11.957249,9.278034,163,Every bag nation allow through reality size campaign group.,"Cluster 163: large, memory, throw"
14.369115,10.361767,-1,Language however wear interest indicate national strong him two.,Noise
12.711184,12.8419,66,Lot how sister likely community per service experience.,"Cluster 66: window, end, sister"
12.75085,13.009463,17,Suddenly better environment turn sell method worker number wife quite probably.,"Cluster 17: wife, husband, marriage"
10.086998,9.842077,35,Travel before bag five field affect technology score establish doctor.,"Cluster 35: care, wish, medical"
11.646134,8.694229,152,Ball room order common material clear win whether about.,"Cluster 152: material, culture, ball"
13.285449,10.323566,135,West pick theory believe prove pressure military pretty old maybe.,"Cluster 135: hard, respond, culture"
11.885414,9.232291,-1,Conference improve process rule find condition offer improve place type game leg.,Noise
13.368127,10.108024,-1,Recently soon capital among wide his standard answer state air experience leave.,Noise
11.763926,11.986417,-1,Walk finish red still newspaper door bit scene from.,Noise
11.836674,10.536908,109,Prepare partner window be yeah agent.,"Cluster 109: live, agent, television"
13.192396,9.494701,160,Possible also building positive space remember organization value run.,"Cluster 160: door, conference, organization"
12.609134,9.773308,-1,Group stuff allow special system serve anything understand many simply process one.,Noise
14.081069,12.211731,25,Weight court improve serious drop song travel crime tough general.,"Cluster 25: court, attorney, lawyer"
13.327119,11.758498,-1,Later often specific instead stand respond he whom TV situation fight three.,Noise
13.09976,10.890163,146,Work begin science drop dream share between important few this sing professional concern.,"Cluster 146: science, article, research"
9.330753,10.6051035,0,Left may rather common put station animal.,"Cluster 0: pattern, animal, dog"
9.948684,9.9222555,-1,Medical thousand popular personal provide could that wide personal.,Noise
9.285019,9.763216,3,Speak standard style time during blood good catch thus.,"Cluster 3: board, operation, blood"
9.59626,11.84339,-1,More citizen also nature glass author send enough religious black college.,Noise
11.964089,11.287373,-1,Save tonight place indicate door response show age.,Noise
10.503933,10.475854,-1,Here contain usually those walk fight.,Noise
11.884934,10.442891,109,Show form surface whether up number bring about age do read explain none.,"Cluster 109: live, agent, television"
10.89122,10.1249275,61,Girl choose training hospital himself toward dream.,"Cluster 61: office, night, person"
11.018545,12.275152,37,Happy painting expect pass war pull course do happy never both break face.,"Cluster 37: project, cold, painting"
14.330478,10.60298,78,Enough moment party response much student.,"Cluster 78: federal, party, interview"
12.12027,10.180291,166,Write bring action down believe pull question job himself girl.,"Cluster 166: speech, player, phone"
11.224304,10.682469,-1,Series personal national ask little story write item it hotel kind offer.,Noise
11.947859,11.178357,108,Mission general view it enjoy dark.,"Cluster 108: ability, computer, director"
12.186754,8.527313,39,Ability old hard black cost top window share.,"Cluster 39: energy, environmental, green"
14.155255,8.678649,51,Both plant condition century property move system catch million herself cost her.,"Cluster 51: cost, born, bank"
12.908152,8.907736,157,Charge join suffer life improve identify.,"Cluster 157: future, join, network"
9.56314,12.573047,6,Song some picture president time thank cultural fish music soon and adult.,"Cluster 6: begin, music, fish"
13.777949,11.92695,44,Understand firm hour police take since under.,"Cluster 44: people, hour, police"
13.538801,9.367037,-1,Store our our focus board city maybe available conference.,Noise
13.718265,11.484269,52,Institution possible exist you that space include.,"Cluster 52: possible, space, institution"
11.200097,12.656726,16,Artist soldier form start along wait author hope early water she.,"Cluster 16: policy, military, soldier"
13.983121,12.6793375,25,Health lawyer recently edge present pay tough.,"Cluster 25: court, attorney, lawyer"
11.079551,8.59817,23,Box suffer something point agent product.,"Cluster 23: prepare, ago, box"
12.714701,12.198311,101,Father happen throw spring personal car play parent green add whether civil front.,"Cluster 101: american, son, father"
14.33141,11.56768,87,Spring majority sister teacher situation safe.,"Cluster 87: couple, order, teacher"
13.743737,10.417446,-1,Character knowledge little tough by last action matter budget research tree support.,Noise
14.782961,10.632677,-1,Here building bill trial but again answer central together look late data affect way.,Noise
10.134359,11.307575,-1,Wait art religious control common stage dinner number.,Noise
10.572315,9.424631,48,Ok focus medical professor impact wonder sense reason remember various fly.,"Cluster 48: response, wonder, fly"
12.547684,9.300669,-1,Lose significant network evidence laugh local defense position suddenly because top onto shake.,Noise
9.330543,10.623855,0,Month dog should product daughter able maybe issue only.,"Cluster 0: pattern, animal, dog"
12.41523,9.018115,-1,Model opportunity success change else including.,Noise
12.287,8.472979,39,Various may condition term increase couple really nor surface.,"Cluster 39: energy, environmental, green"
11.928898,11.942876,-1,Scene information miss just toward throughout security camera best.,Noise
10.650053,10.489136,128,Question newspaper name chair well full fast turn trade.,"Cluster 128: support, seat, chair"
14.724536,10.003842,-1,How push actually whether might short Congress list.,Noise
12.794105,8.428962,130,Image use since pass require born sing walk particular current cost blue explain.,"Cluster 130: address, current, thank"
11.072379,9.703936,104,Try system quite above glass thank goal music night.,"Cluster 104: stand, senior, glass"
10.06729,9.855719,35,Subject medical rich candidate find trip kind long force care sound small when.,"Cluster 35: care, wish, medical"
11.066377,11.345157,69,Member age across consider focus run above adult me sing.,"Cluster 69: writer, beat, sing"
11.780176,11.254191,114,Western out thank measure you now everyone give arm son spend good.,"Cluster 114: town, thank, star"
11.346094,12.936573,16,Party really explain guy soldier use head kind.,"Cluster 16: policy, military, soldier"
11.522584,8.931298,153,Table there forward worry season benefit.,"Cluster 153: table, worry, cup"
12.836857,12.048334,101,Father focus book important across million rich huge.,"Cluster 101: american, son, father"
12.9983635,8.880334,157,Morning out possible pay edge method recently.,"Cluster 157: future, join, network"
12.749616,11.032066,169,Player activity note school goal rise traditional.,"Cluster 169: way, start, peace"
13.089175,10.255483,-1,Anything executive impact difficult simple third life term small activity guess discussion protect.,Noise
14.149588,11.1928005,-1,Myself attack month education top level.,Noise
14.827764,9.447583,83,Agree situation federal lose instead local.,"Cluster 83: politics, election, federal"
9.7588415,9.506202,22,Authority finish green trial name growth then trade as medical early.,"Cluster 22: feeling, service, drug"
14.331374,10.703151,-1,Establish fact nor someone mother affect information position thousand much election thought.,Noise
12.98759,7.9985423,-1,Address trade culture everyone there weight blue project final too.,Noise
11.846835,8.355959,39,Body safe society put sit garden serious development option yet on federal later.,"Cluster 39: energy, environmental, green"
14.760907,11.522529,75,Style college big close act pull.,"Cluster 75: big, world, college"
10.967408,8.784962,-1,Coach beautiful there green late lose guy or official.,Noise
14.178237,11.090291,76,Agree me professor military group subject student want view why.,"Cluster 76: school, agree, professor"
10.678062,12.0177355,38,Science message bill share kid view artist after arrive.,"Cluster 38: arrive, art, artist"
9.976729,11.055306,28,Food agency food whole win nature husband million government despite myself I sport.,"Cluster 28: eat, require, food"
13.810284,11.809981,-1,Technology wait station allow crime into modern PM cold statement produce over ever.,Noise
9.409785,12.680066,6,Perform avoid less level care hot join weight enough adult allow sea head.,"Cluster 6: begin, music, fish"
12.955437,10.731621,146,Teach reason thought position allow standard avoid hard too.,"Cluster 146: science, article, research"
9.466879,11.766698,9,Black help series same article religious its not.,"Cluster 9: black, series, religious"
11.140962,8.652792,23,Expert system both section customer as natural along star once box.,"Cluster 23: prepare, ago, box"
10.951572,8.101544,19,Language even watch enough difficult tree threat yourself why she.,"Cluster 19: language, pay, tree"
11.010401,10.047782,61,Person person few leave last return office.,"Cluster 61: office, night, person"
11.265799,11.854741,95,Front heart laugh his building should this high.,"Cluster 95: beat, heart, smile"
10.898814,10.45005,127,Chair will letter every market talk car wait doctor parent interview.,"Cluster 127: letter, sign, hotel"
14.106898,9.391173,55,Anyone return common month consumer political character product skin government travel term attention.,"Cluster 55: wall, country, million"
13.147258,9.754871,161,Sign natural term moment development want since especially level almost old.,"Cluster 161: natural, meeting, development"
14.119606,12.451795,25,Too part court building thank environment trial of student.,"Cluster 25: court, attorney, lawyer"
13.177518,9.348529,160,Central interesting conference almost join example door system.,"Cluster 160: door, conference, organization"
15.022561,9.773828,90,Better front various nothing conference pretty democratic lose.,"Cluster 90: election, democrat, democratic"
14.085867,9.350277,55,Within government join true power good too step realize dark account.,"Cluster 55: wall, country, million"
10.475428,11.475265,-1,Key alone animal music inside consider analysis president forget member certain positive themselves.,Noise
11.694684,10.2249775,147,Specific draw culture image night dinner talk turn view hotel response past science.,"Cluster 147: son, general, station"
11.51057,10.041716,-1,First form would recognize hot walk much ground tell hot.,Noise
14.211791,9.276896,-1,Anything ever list federal arm here phone behind person produce see million four.,Noise
10.546254,9.032677,-1,Affect other star discuss set them protect eye close available speak.,Noise
14.571632,10.559925,84,Cell executive people crime continue chair campaign name.,"Cluster 84: administration, leader, congress"
12.631853,10.593388,-1,Later note group impact choose event answer continue play research top ten.,Noise
12.355268,12.905377,67,Woman service bank century account international outside democratic ok quite laugh.,"Cluster 67: world, ok, woman"
12.818548,9.824861,-1,Pattern of current nature but address heart break million good data.,Noise
12.485232,11.48769,-1,Chance no executive production challenge executive everything difference off onto plan together picture.,Noise
13.704775,11.933866,44,Tend training people coach remember police.,"Cluster 44: people, hour, police"
10.905932,11.0201025,73,Imagine town modern series push my radio however though.,"Cluster 73: station, ago, radio"
13.384108,9.9207535,138,Fast drive significant would state meeting program.,"Cluster 138: program, attack, state"
10.738418,9.40972,48,Nice knowledge scene smile professional fly structure consider institution entire paper next.,"Cluster 48: response, wonder, fly"
11.19787,12.339138,-1,Fly about pass happy ready serve hospital air miss painting.,Noise
11.173083,11.988508,-1,Author hit everyone themselves every approach city attention speech artist red.,Noise
11.516201,10.346858,-1,Book rule give mention exist yard improve continue team.,Noise
10.47559,8.897617,40,Positive painting up born cell reality follow.,"Cluster 40: protect, security, cell"
11.707489,8.677743,152,Carry computer ground culture want ball fill its.,"Cluster 152: material, culture, ball"
11.967974,9.982626,-1,Sort draw five young from high purpose nearly without long.,Noise
11.980307,9.607767,-1,Walk none property successful tend town around.,Noise
11.487097,11.014437,113,Within name visit force pick case in window Congress style television.,"Cluster 113: half, tv, audience"
14.1040325,9.25108,-1,Especially actually fall foreign area information or how capital dark campaign success big.,Noise
10.54484,10.54989,128,Government one necessary huge create of above chair image.,"Cluster 128: support, seat, chair"
10.9623575,10.484904,127,Office hotel walk line station I fire eat less.,"Cluster 127: letter, sign, hotel"
12.8378,7.2961903,5,Change assume old woman oil yes put different.,"Cluster 5: wife, high, oil"
14.185899,10.201587,79,Debate citizen list local official fact resource.,"Cluster 79: politics, story, campaign"
15.128418,10.0521145,-1,How Democrat must physical strong clearly.,Noise
14.873035,8.653692,2,Network provide change beautiful tax anything perhaps.,"Cluster 2: factor, place, tax"
12.090487,11.146449,108,Eye charge ten follow simply entire listen product drop direction evidence worry.,"Cluster 108: ability, computer, director"
11.144728,8.278684,21,Last garden arrive bed heavy value white Mrs left stage.,"Cluster 21: tree, bed, blue"
9.271601,11.750733,12,Bring tax campaign economic decade collection religious.,"Cluster 12: campaign, bit, religious"
15.035911,10.064376,91,And answer opportunity phone officer let several Democrat room share director just seem.,"Cluster 91: republican, democratic, democrat"
13.5998125,9.238584,-1,Issue investment step want case group president success like resource report.,Noise
12.494644,12.313507,-1,Nearly population sit public minute son daughter recognize.,Noise
12.686527,9.294447,-1,Maybe young control top might left from structure protect right send again specific.,Noise
11.049754,13.641263,1,Cost environment whether fact hair yard.,"Cluster 1: american, training, hair"
10.457203,10.167971,-1,Hold safe require two heart should pattern agent red how among return hold.,Noise
11.019077,9.942744,-1,Institution light serve finish huge leg.,Noise
13.398997,9.004105,54,Bill over remain travel enjoy do magazine green fill artist cell charge cut.,"Cluster 54: car, particularly, consumer"
9.707878,9.716989,-1,Claim medical point why say some.,Noise
11.99175,10.753046,-1,Production listen event receive where care system stand ready themselves.,Noise
14.999565,10.493662,-1,Election case position out behind chair stage change official western stay around hour.,Noise
11.03051,12.338036,-1,Painting son I far paper according leg vote take make spring leg Mrs.,Noise
13.796198,12.129793,-1,Method especially step go then law though collection him action job commercial.,Noise
12.777711,12.857208,66,Hundred whose husband scene give site do money significant.,"Cluster 66: window, end, sister"
11.790531,11.593182,121,Positive that may image vote identify scene interview maybe read.,"Cluster 121: audience, scene, image"
10.195438,9.818308,-1,Hospital analysis strategy answer reason nature strong lot support close agent would live.,Noise
10.679935,11.638996,94,Today in almost war rise perform final.,"Cluster 94: sing, music, song"
11.489611,7.7004504,18,Very feel anything general gas now.,"Cluster 18: sport, energy, gas"
12.063489,12.412004,59,Former picture relationship particularly senior new clear wear show woman southern.,"Cluster 59: happen, girl, woman"
12.584095,12.493202,63,Respond daughter visit music gun hotel picture treatment less claim.,"Cluster 63: view, sister, daughter"
12.104029,11.671763,107,Reason describe white camera others job work fine education and.,"Cluster 107: pattern, movie, film"
11.91578,12.258381,-1,She nice few another camera both people available son hour firm strong where.,Noise
14.319644,9.6443815,71,Source wrong learn where only mention while to government.,"Cluster 71: population, vote, president"
10.143053,9.917021,34,Local rather anyone particularly hospital guy about college end result spend.,"Cluster 34: member, mission, hospital"
12.011176,9.6496935,-1,Just about find fine whether trip town your.,Noise
