batch_size,processed_response
200,"{
  ""themes"": [
    {
      ""name"": ""Politics and Current Events"",
      ""confidence"": 85,
      ""sub_themes"": [""US Politics"", ""International Politics"", ""Social Issues"", ""Elections"", ""Government""],
      ""keywords"": [""Trump"", ""Brexit"", ""Pizzagate"", ""Hate Speech"", ""Free Speech""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Entertainment and Arts"",
      ""confidence"": 80,
      ""sub_themes"": [""Music"", ""Movies"", ""TV Shows"", ""Celebrity News"", ""Film Reviews""],
      ""keywords"": [""Netflix"", ""Amazon Prime"", ""Movie Reviews"", ""Music Festivals"", ""Celebrity Gossip""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Technology and Computing"",
      ""confidence"": 75,
      ""sub_themes"": [""Artificial Intelligence"", ""Machine Learning"", ""Cybersecurity"", ""Software Development"", ""Tech News""],
      ""keywords"": [""AI"", ""Deep Learning"", ""Cloud Computing"", ""Cybersecurity Threats"", ""Tech Trends""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 70,
      ""sub_themes"": [""Sports News"", ""Fitness Tips"", ""Athlete Profiles"", ""Sports Equipment"", ""Sports Fashion""],
      ""keywords"": [""NFL"", ""NBA"", ""MLB"", ""Fitness Motivation"", ""Sports Gear""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 65,
      ""sub_themes"": [""Stock Market"", ""Economy"", ""Business News"", ""Personal Finance"", ""Investing""],
      ""keywords"": [""Stock Market"", ""Economic Trends"", ""Business News"", ""Personal Finance"", ""Investing""],
      ""sentiment"": ""neutral""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 300,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
  ""themes"": [
    {
      ""name"": ""Politics"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Elections"",
        ""Government"",
        ""Leadership"",
        ""Social Justice"",
        ""International Relations""
      ],
      ""keywords"": [
        ""Trump"",
        ""Labour"",
        ""Modi"",
        ""Khan"",
        ""Kavanaugh""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Entertainment"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows"",
        ""Celebrity News"",
        ""Pop Culture""
      ],
      ""keywords"": [
        ""Spongebob"",
        ""Nas"",
        ""Kylie Jenner"",
        ""Journey"",
        ""Queer Eye""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Software"",
        ""Hardware"",
        ""Programming"",
        ""Cybersecurity"",
        ""Emerging Trends""
      ],
      ""keywords"": [
        ""Twitter"",
        ""Android"",
        ""iOS"",
        ""Node.js"",
        ""Machine Learning""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Football"",
        ""Basketball"",
        ""Baseball"",
        ""Tennis"",
        ""Olympics""
      ],
      ""keywords"": [
        ""Celtic F C"",
        ""Boston Marathon"",
        ""NHL"",
        ""MLB""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Social Issues"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Racism"",
        ""Sexism"",
        ""Homophobia"",
        ""Bullying"",
        ""Mental Health""
      ],
      ""keywords"": [
        ""Depression"",
        ""Anxiety"",
        ""Trauma"",
        ""LGBTQ+ Rights"",
        ""Equality""
      ],
      ""sentiment"": ""negative""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 150,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
    ""type"": ""object"",
    ""properties"": {
        ""themes"": {
            ""type"": ""array"",
            ""items"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""Primary theme identified""
                    },
                    ""confidence"": {
                        ""type"": ""number"", 
                        ""minimum"": 0,
                        ""maximum"": 100,
                        ""description"": ""Confidence level of theme extraction""
                    },
                    ""sub_themes"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Specific sub-categories within the theme""
                    },
                    ""keywords"": {
                        ""type"": ""array"", 
                        ""items"": {""type"": ""string""},
                        ""description"": ""Key terms supporting the theme""
                    },
                    ""sentiment"": {
                        ""type"": ""string"",
                        ""enum"": [""positive"", ""negative"", ""neutral""],
                        ""description"": ""Emotional tone of the theme""
                    }
                },
                ""required"": [""name"", ""confidence""]
            }
        },
        ""metadata"": {
            ""type"": ""object"",
            ""properties"": {
                ""tweet_length"": {""type"": ""integer""},
                ""language"": {""type"": ""string""},
                ""contains_hashtags"": {""type"": ""boolean""},
                ""contains_mentions"": {""type"": ""boolean""}
            }
        }
    },
    ""required"": [""themes""]
} 

{
    ""themes"": [
        {
            ""name"": ""Entertainment"",
            ""confidence"": 60,
            ""sub_themes"": [
                ""Movies"",
                ""Music"",
                ""TV Shows"",
                ""Celebrity News""
            ],
            ""keywords"": [
                ""Netflix"",
                ""HBO"",
                ""Amazon Prime"",
                ""Disney"",
                ""Marvel""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Politics"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""US Politics"",
                ""World News"",
                ""Elections"",
                ""Government""
            ],
            ""keywords"": [
                ""Trump"",
                ""Kavanaugh"",
                ""Nancy Pelosi"",
                ""Kamala Harris""
            ],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology"",
            ""confidence"": 50,
            ""sub_themes"": [
                ""Artificial Intelligence"",
                ""Blockchain"",
                ""Cryptocurrency"",
                ""Gaming""
            ],
            ""keywords"": [
                ""Bitcoin"",
                ""Ethereum"",
                ""Ripple"",
                ""Google"",
                ""Apple""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Sports"",
            ""confidence"": 40,
            ""sub_themes"": [
                ""Football"",
                ""Basketball"",
                ""Baseball"",
                ""Hockey""
            ],
            ""keywords"": [
                ""NFL"",
                ""NBA"",
                ""MLB"",
                ""NHL""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 30,
            ""sub_themes"": [
                ""Fitness"",
                ""Nutrition"",
                ""Mental Health"",
                ""Self-Care""
            ],
            ""keywords"": [
                ""Yoga"",
                ""Gym"",
                ""Diet"",
                ""Mindful""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 300,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
  ""themes"": [
    {
      ""name"": ""Entertainment and Pop Culture"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows"",
        ""Celebrity News""
      ],
      ""keywords"": [
        ""Taylor Swift"",
        ""Kanye West"",
        ""Netflix"",
        ""Hollywood""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Government"",
        ""Social Justice"",
        ""Environmentalism"",
        ""Human Rights""
      ],
      ""keywords"": [
        ""Trump"",
        ""Hillary"",
        ""Climate Change"",
        ""Feminism""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Machine Learning"",
        ""Space Exploration"",
        ""Genetics""
      ],
      ""keywords"": [
        ""AI"",
        ""Robotics"",
        ""SpaceX"",
        ""Gene Editing""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Football"",
        ""Basketball"",
        ""Tennis"",
        ""Fitness""
      ],
      ""keywords"": [
        ""NFL"",
        ""NBA"",
        ""US Open"",
        ""Gym""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Travel and Adventure"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Travel"",
        ""Food"",
        ""Culture"",
        ""Adventure""
      ],
      ""keywords"": [
        ""Paris"",
        ""Tokyo"",
        ""New York"",
        ""Beach""
      ],
      ""sentiment"": ""neutral""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""english"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Politics and Current Events"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""US Politics"",
                ""Supreme Court"",
                ""Antisemitism"",
                ""Labour Party"",
                ""Israel-Palestine Conflict""
            ],
            ""keywords"": [
                ""Trump"",
                ""Hillary Clinton"",
                ""Cosby"",
                ""Bill"",
                ""Labour Party"",
                ""Antisemitism"",
                ""Supreme Court""
            ],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Entertainment"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Movies"",
                ""Music"",
                ""TV Shows"",
                ""Celebrity News""
            ],
            ""keywords"": [
                ""Netflix"",
                ""Kardashian"",
                ""Celebrity"",
                ""Music"",
                ""Movies""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 60,
            ""sub_themes"": [
                ""Artificial Intelligence"",
                ""Machine Learning"",
                ""Robotics"",
                ""Programming""
            ],
            ""keywords"": [
                ""AI"",
                ""Machine Learning"",
                ""Robotics"",
                ""Programming"",
                ""Coding""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 50,
            ""sub_themes"": [
                ""Stock Market"",
                ""Economy"",
                ""Investing"",
                ""Entrepreneurship""
            ],
            ""keywords"": [
                ""Stock Market"",
                ""Economy"",
                ""Investing"",
                ""Entrepreneurship""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 40,
            ""sub_themes"": [
                ""Fitness"",
                ""Mental Health"",
                ""Nutrition"",
                ""Self-Care""
            ],
            ""keywords"": [
                ""Fitness"",
                ""Mental Health"",
                ""Nutrition"",
                ""Self-Care""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 30,
            ""sub_themes"": [
                ""Sports"",
                ""Fitness"",
                ""Athletes"",
                ""Sports News""
            ],
            ""keywords"": [
                ""Sports"",
                ""Fitness"",
                ""Athletes"",
                ""Sports News""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Education and Learning"",
            ""confidence"": 20,
            ""sub_themes"": [
                ""Online Courses"",
                ""Education"",
                ""Learning"",
                ""Personal Development""
            ],
            ""keywords"": [
                ""Online Courses"",
                ""Education"",
                ""Learning"",
                ""Personal Development""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Gaming and Esports"",
            ""confidence"": 10,
            ""sub_themes"": [
                ""Gaming"",
                ""Esports"",
                ""Video Games"",
                ""Gaming News""
            ],
            ""keywords"": [
                ""Gaming"",
                ""Esports"",
                ""Video Games"",
                ""Gaming News""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 150,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Entertainment"",
            ""confidence"": 80,
            ""sub_themes"": [""Movies"", ""Music"", ""TV Shows"", ""Celebrities"", ""Events""],
            ""keywords"": [""movies"", ""music"", ""tv shows"", ""celebrities"", ""events"", ""awards"", ""trailers"", ""premieres""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Politics"",
            ""confidence"": 70,
            ""sub_themes"": [""Government"", ""Elections"", ""Policy"", ""Leadership"", ""Scandals""],
            ""keywords"": [""politics"", ""government"", ""elections"", ""policy"", ""leadership"", ""scandals"", ""bills"", ""legislation""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology"",
            ""confidence"": 85,
            ""sub_themes"": [""Artificial Intelligence"", ""Machine Learning"", ""Blockchain"", ""Cybersecurity"", ""Innovation""],
            ""keywords"": [""AI"", ""machine learning"", ""blockchain"", ""cybersecurity"", ""innovation"", ""startups"", ""tech news""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports"",
            ""confidence"": 60,
            ""sub_themes"": [""Football"", ""Basketball"", ""Baseball"", ""Hockey"", ""Tennis""],
            ""keywords"": [""sports"", ""football"", ""basketball"", ""baseball"", ""hockey"", ""tennis"", ""athletes"", ""teams""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Social Issues"",
            ""confidence"": 65,
            ""sub_themes"": [""Environment"", ""Health"", ""Education"", ""Poverty"", ""Inequality""],
            ""keywords"": [""environment"", ""health"", ""education"", ""poverty"", ""inequality"", ""social justice"", ""human rights""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Business"",
            ""confidence"": 75,
            ""sub_themes"": [""Economy"", ""Finance"", ""Marketing"", ""Management"", ""Leadership""],
            ""keywords"": [""business"", ""economy"", ""finance"", ""marketing"", ""management"", ""leadership"", ""entrepreneurship"", ""startups""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 55,
            ""sub_themes"": [""Fitness"", ""Nutrition"", ""Self-Care"", ""Mental Health"", ""Wellness""],
            ""keywords"": [""health"", ""fitness"", ""nutrition"", ""self-care"", ""mental health"", ""wellness"", ""meditation"", ""yoga""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 500,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Technology and Innovation"",
            ""confidence"": 85,
            ""sub_themes"": [""Artificial Intelligence"", ""Cybersecurity"", ""Mobile Payments""],
            ""keywords"": [""AI"", ""Machine Learning"", ""Blockchain"", ""Smartphones""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Politics and Governance"",
            ""confidence"": 90,
            ""sub_themes"": [""Gun Control"", ""Election 2018"", ""Immigration Reform""],
            ""keywords"": [""Trump"", ""Democrats"", ""Republicans"", ""Midterm Elections""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Entertainment and Media"",
            ""confidence"": 78,
            ""sub_themes"": [""Music Festivals"", ""Movie Releases"", ""Celebrity News""],
            ""keywords"": [""Netflix"", ""Apple Music"", ""Amazon Prime"", ""Taylor Swift""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 82,
            ""sub_themes"": [""NBA Finals"", ""March Madness"", ""Fitness Trends""],
            ""keywords"": [""NBA"", ""NFL"", ""MLB"", ""Fitness Apps""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Education and Learning"",
            ""confidence"": 75,
            ""sub_themes"": [""Online Courses"", ""Study Tips"", ""College Life""],
            ""keywords"": [""Coursera"", ""Udemy"", ""edX"", ""Study Abroad""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Justice and Activism"",
            ""confidence"": 88,
            ""sub_themes"": [""Racial Justice"", ""LGBTQ+ Rights"", ""Environmental Activism""],
            ""keywords"": [""Black Lives Matter"", ""Me Too"", ""Greenpeace"", ""Climate Change""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 500,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}

Sample tweets supporting each theme:

**Technology and Innovation**

* ""Avi Networks takes service mesh beyond containers with integrated Istio https://t.co/M8WEom7V19 #HelpNetSecurity""
* ""Square says it sold $34 million of bitcoin in first quarter   https://t.co/7jruZRodSI""

**Politics and Governance**

* ""Mulcair: Trump isn’t always well informed. \""I have given up on trying to predict what Mr. Trump is going to do on any given day.\"" #cdnpoli""
* ""The mostly male lawmakers beholden to the gun lobby arm the men who assault and kill American women: \""...the shoote...\"" https://t.co/VFLme8Z6Tv""

**Entertainment and Media**

* ""Excited to watch @kendalljenner walk for @ralphlauren!! Watch the livestream  https://t.co/G0Frful27Q https://t.co/8OLWv4kjBm""
* ""Awesome video of NC State celebration by @jillography \\nhttps://t.co/OZQKjeQj5G""

**Sports and Fitness**

* ""Awesome brutha!!! @BestBuddies https://t.co/rj1aycFhLH""
* ""R.J. Reynolds Descendant Bets on Jet Attack as Earnings Outweigh http://t.co/DWlgc1bEne""

**Education and Learning**

* ""Two weeks into working Dropbox, I’ve already filled half of a brand new moleskine. \\xf0\\x9f\\x98\\xb3 So.Much.Information.""
* ""If parody accounts profiting off 100% stolen content isn’t criminally enforced in the next 5 years, I am quitting the internet.""

**Social Justice and Activism**

* ""Sex re-education programme: go to boys schools and tell them not to rape anyone.""
* ""The sabotage of politics dilutes resistance."""
200,"{
    ""themes"": [
        {
            ""name"": ""Politics and Current Events"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""US Politics"",
                ""International Relations"",
                ""Elections"",
                ""Government""
            ],
            ""keywords"": [
                ""Trump"",
                ""Hypocrisy"",
                ""Benghazi"",
                ""Clinton""
            ],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology and Cybersecurity"",
            ""confidence"": 90,
            ""sub_themes"": [
                ""Cybercrime"",
                ""Blockchain"",
                ""Cryptocurrency"",
                ""Security""
            ],
            ""keywords"": [
                ""Bitcoin"",
                ""Blockchain"",
                ""Dark Reading"",
                ""Cybersecurity""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Media"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Movies"",
                ""TV Shows"",
                ""Music"",
                ""Celebrities""
            ],
            ""keywords"": [
                ""Netflix"",
                ""Sesame Street"",
                ""Cinema"",
                ""Leonard Cohen""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Social Issues and Awareness"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Mental Health"",
                ""Equality"",
                ""Social Justice"",
                ""Human Rights""
            ],
            ""keywords"": [
                ""Soros"",
                ""Sadiq"",
                ""LGBTQ+"",
                ""Women's Rights""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Business and Economics"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Finance"",
                ""Marketing"",
                ""Entrepreneurship"",
                ""Economics""
            ],
            ""keywords"": [
                ""Wall Street"",
                ""Small Business"",
                ""Real Estate"",
                ""Capitalism""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Education and Self-Improvement"",
            ""confidence"": 75,
            ""sub_themes"": [
                ""Learning"",
                ""Personal Growth"",
                ""Career Development"",
                ""Productivity""
            ],
            ""keywords"": [
                ""Career"",
                ""Education"",
                ""Productivity"",
                ""Self-Improvement""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 150,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"```json
{
    ""type"": ""object"",
    ""properties"": {
        ""themes"": {
            ""type"": ""array"",
            ""items"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""Primary theme identified""
                    },
                    ""confidence"": {
                        ""type"": ""number"", 
                        ""minimum"": 0,
                        ""maximum"": 100,
                        ""description"": ""Confidence level of theme extraction""
                    },
                    ""sub_themes"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Specific sub-categories within the theme""
                    },
                    ""keywords"": {
                        ""type"": ""array"", 
                        ""items"": {""type"": ""string""},
                        ""description"": ""Key terms supporting the theme""
                    },
                    ""sentiment"": {
                        ""type"": ""string"",
                        ""enum"": [""positive"", ""negative"", ""neutral""],
                        ""description"": ""Emotional tone of the theme""
                    }
                },
                ""required"": [""name"", ""confidence""]
            }
        },
        ""metadata"": {
            ""type"": ""object"",
            ""properties"": {
                ""tweet_length"": {""type"": ""integer""},
                ""language"": {""type"": ""string""},
                ""contains_hashtags"": {""type"": ""boolean""},
                ""contains_mentions"": {""type"": ""boolean""}
            }
        }
    },
    ""required"": [""themes""]
}

{
    ""themes"": [
        {
            ""name"": ""Politics and Current Events"",
            ""confidence"": 85,
            ""sub_themes"": [""US Politics"", ""International Relations"", ""Social Justice""],
            ""keywords"": [""Trump"", ""NATO"", ""gun violence""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 80,
            ""sub_themes"": [""AI"", ""Machine Learning"", ""Space Exploration""],
            ""keywords"": [""space"", ""NASA"", ""robotics""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Culture"",
            ""confidence"": 75,
            ""sub_themes"": [""Music"", ""Movies"", ""TV Shows""],
            ""keywords"": [""music"", ""movies"", ""TV""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Personal and Lifestyle"",
            ""confidence"": 70,
            ""sub_themes"": [""Health and Wellness"", ""Relationships"", ""Travel""],
            ""keywords"": [""fitness"", ""relationships"", ""travel""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Education and Learning"",
            ""confidence"": 65,
            ""sub_themes"": [""Online Courses"", ""Education Technology"", ""Research""],
            ""keywords"": [""online courses"", ""edtech"", ""research""],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 5000,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}
```"
200,"{
    ""type"": ""object"",
    ""properties"": {
        ""themes"": {
            ""type"": ""array"",
            ""items"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""Primary theme identified""
                    },
                    ""confidence"": {
                        ""type"": ""number"", 
                        ""minimum"": 0,
                        ""maximum"": 100,
                        ""description"": ""Confidence level of theme extraction""
                    },
                    ""sub_themes"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Specific sub-categories within the theme""
                    },
                    ""keywords"": {
                        ""type"": ""array"", 
                        ""items"": {""type"": ""string""},
                        ""description"": ""Key terms supporting the theme""
                    },
                    ""sentiment"": {
                        ""type"": ""string"",
                        ""enum"": [""positive"", ""negative"", ""neutral""],
                        ""description"": ""Emotional tone of the theme""
                    }
                },
                ""required"": [""name"", ""confidence""]
            }
        },
        ""metadata"": {
            ""type"": ""object"",
            ""properties"": {
                ""tweet_length"": {""type"": ""integer""},
                ""language"": {""type"": ""string""},
                ""contains_hashtags"": {""type"": ""boolean""},
                ""contains_mentions"": {""type"": ""boolean""}
            }
        }
    },
    ""required"": [""themes""]
} 

{
    ""themes"": [
        {
            ""name"": ""Politics and Current Events"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Israel-Palestine Conflict"",
                ""US Presidential Election"",
                ""Cryptocurrency Regulation""
            ],
            ""keywords"": [
                ""politics"",
                ""election"",
                ""regulation"",
                ""cryptocurrency"",
                ""Israel"",
                ""Palestine""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Arts"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Music"",
                ""Movies"",
                ""TV Shows""
            ],
            ""keywords"": [
                ""music"",
                ""movies"",
                ""TV shows"",
                ""actors"",
                ""directors""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 90,
            ""sub_themes"": [
                ""Artificial Intelligence"",
                ""Blockchain"",
                ""Cybersecurity""
            ],
            ""keywords"": [
                ""AI"",
                ""blockchain"",
                ""cybersecurity"",
                ""tech"",
                ""innovation""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Issues and Awareness"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Mental Health"",
                ""Environmental Awareness"",
                ""Social Justice""
            ],
            ""keywords"": [
                ""mental health"",
                ""environment"",
                ""social justice"",
                ""awareness"",
                ""activism""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 75,
            ""sub_themes"": [
                ""Economy"",
                ""Investment"",
                ""Marketing""
            ],
            ""keywords"": [
                ""economy"",
                ""investment"",
                ""marketing"",
                ""finance"",
                ""business""
            ],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 1000,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 80,
            ""sub_themes"": [""India-Pakistan relations"", ""Gun control"", ""Immigration"", ""Social justice""],
            ""keywords"": [""India"", ""Pakistan"", ""gun control"", ""immigration"", ""social justice""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 85,
            ""sub_themes"": [""Artificial intelligence"", ""Robotics"", ""Cybersecurity"", ""Space exploration""],
            ""keywords"": [""AI"", ""robotics"", ""cybersecurity"", ""space exploration""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Celebrity and Entertainment"",
            ""confidence"": 70,
            ""sub_themes"": [""Music"", ""Movies"", ""TV shows"", ""Awards""],
            ""keywords"": [""music"", ""movies"", ""TV shows"", ""awards""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Business and Economics"",
            ""confidence"": 80,
            ""sub_themes"": [""Finance"", ""Investing"", ""Marketing"", ""Entrepreneurship""],
            ""keywords"": [""finance"", ""investing"", ""marketing"", ""entrepreneurship""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 60,
            ""sub_themes"": [""Fitness"", ""Nutrition"", ""Mental health"", ""Self-care""],
            ""keywords"": [""fitness"", ""nutrition"", ""mental health"", ""self-care""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 75,
            ""sub_themes"": [""Sports news"", ""Fitness trends"", ""Athletes"", ""Coaches""],
            ""keywords"": [""sports"", ""fitness"", ""athletes"", ""coaches""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Environment and Conservation"",
            ""confidence"": 65,
            ""sub_themes"": [""Climate change"", ""Sustainability"", ""Wildlife conservation"", ""Eco-friendly living""],
            ""keywords"": [""climate change"", ""sustainability"", ""wildlife conservation"", ""eco-friendly living""],
            ""sentiment"": ""negative""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 500,
        ""language"": ""multi-language"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
